# Class, ID
CV,TranID1011160151074147665
HPM,TranID1011160040164121254
CV,TranID1011160010193123255
SN,TranID1011151380994140667
AGN,TranID1011151230454106363
CV,TranID1011151230394154571
YSO,TranID1011151010314107453
CV?,TranID1011151010294107505
Blazar,TranID1011141070224114414
Flare,TranID1011141010084122106
CV?,TranID1011141010064107249
SN,TranID1011140010064126302
HPM,TranID1011131320804153167
AGN,TranID1011131071254112365
Blazar,TranID1011130210074111848
AGN,TranID1011130180224123656
SN,TranID1011130180164101206
Unknown,TranID1011130010544134963
CV,TranID1011111320024146366
CV,TranID1011111320014118756
SN,TranID1011111150034118129
AGN?,TranID1011111120014121468
SN,TranID1011101350374137703
Flare,TranID1011101120514117494
SN,TranID1011101070154125768
CV,TranID1011081380114117622
CV,TranID1011081230504119481
CV?,TranID1011080180304107862
YSO,TranID1011080090324123107
CV,TranID1011080070294133784
SN,TranID1011080040044131101
CV,TranID1011071210024138139
AGN,TranID1011070070244114576
SN,TranID1011070010194233970
HPM,TranID1011070010184229345
SN?,TranID1011061430724133382
SN?,TranID1011061090234135036
SN,TranID1011061041274110862
SN,TranID1011051320024147567
SN,TranID1011051210114114362
SN,TranID1011041210014132134
SN,TranID1011031090484111611
SN,TranID1011030210244105562
Unknown,TranID1011030180194118420
Flare,TranID1011030120264112859
SN,TranID1011021460284108638
Blazar,TranID1011021380734143685
SN,TranID1011020210114134767
Blazar,TranID1011020151234115187
Blazar,TranID1011020151234106150
SN,TranID1011011260434138055
SN/CV,TranID1011011150204123200
Unknown,TranID1011011150104102934
Unknown,TranID1011011120124124275
HPM,TranID1010311350054106115
Flare,TranID1010311350044119900
Unknown,TranID1010311290404125624
Blazar,TranID1010311181124161429
Var,TranID1010310070314111174
Blazar,TranID1010301071234131995
Blazar,TranID1010301070074100959
Blazar?,TranID1010300090194114326
CV,TranID1010291320134122717
CV,TranID1010291290124145820
CV,TranID1010291180264169858
Flare,TranID1010291040204101820
SN,TranID1010291010204113719
AGN?,TranID1010290121214102152
SN?,TranID1010290010144110138
SN,TranID1010281290074137474
SN,TranID1010280150184125549
SN,TranID1010191380774115803
SN,TranID1010190150134113452
SN,TranID1010171260094102098
Blazar,TranID1010140210074119678
CV,TranID1010140090174125659
AGN?,TranID1010131180154105069
HPM,TranID1010131180114127827
AGN?,TranID1010131150144122270
CV?,TranID1010130090214116671
SN,TranID1010130090154101363
AGN,TranID1010130070244116923
SN,TranID1010130070124104320
Flare?,TranID1010121181154143734
SN/CV,TranID1010121040244104029
SN,TranID1010120211144113147
Blazar,TranID1010120151224127381
Unknown,TranID1010120151214124654
Unknown,TranID1010120150064102021
SN,TranID1010120070044125126
SN/CV,TranID1010120040234230134
AGN,TranID1010111040144109294
Blazar,TranID1010111011204118970
CV/Ast,TranID1010110211024156476
AGN,TranID1010110010084107400
HPM,TranID1010101430054165221
YSO,TranID1010101400174141876
CV,TranID1010101380134129854
SN,TranID1010101351004150592
CV,TranID1010101291064134766
CV?,TranID1010101211094109050
CV,TranID1010091290054106863
SN?,TranID1010091260074104386
AGN,TranID1010091210144103864
CV,TranID1010091071124108408
HPM,TranID1010081290014121920
CV,TranID1010081230074139999
SN,TranID1010081150014101355
SN/AGN?,TranID1010070121244121561
Blazar,TranID1010070120124133169
CV,TranID1010070120014131116
Unknown,TranID1010070070134135189
SN,TranID1010031070194113030
SN?,TranID1010031010184135661
Blazar,TranID1010030010154103863
CV?,TranID1010011210274162919
SN,TranID1009301150144112871
SN,TranID1009301041244110121
SN?,TranID1009171380014137774
CV,TranID1009161290084131880
SN,TranID1009161090214101803
SN,TranID1009160180054126884
SN,TranID1009160150044112016
CV,TranID1009160011174125237
Blazar,TranID1009151090134116882
SN,TranID1009121011214116857
CV,TranID1009111150134118640
SN,TranID1009111040054133182
Mira,TranID1009110041274116358
SN,TranID1009110041254104463
CV,TranID1009110011274140658
CV,TranID1009101320014148188
HPM,TranID1009101290064106299
SN,TranID1009101260024128411
SN,TranID1009101091244136375
CV,TranID1007071210894180794
CV,TranID1007071040904138258
CV,TranID1007061070934182952
SN,TranID1007060090764128700
HPM,TranID1007060071224126730
AGN,TranID1007060070834117534
CV,TranID1007060070824111635
CV,TranID1007051120874117074
AGN,TranID1007051120804138886
SN,TranID1007051090844114842
SN,TranID1007051071254133856
CV/Var,TranID1007050090724111231
SN?,TranID1007041260814105618
AGN,TranID1007041260754143937
Blazar,TranID1007041231134130770
CV,TranID1006241041184114393
CV,TranID1006241011224119188
Unknown,TranID1006200121124103071
SN,TranID1006191261154142735
CV,TranID1006190010914178052
SN,TranID1006181180794136057
Flare,TranID1006181091244116352
AGN?,TranID1006181091224121586
SN,TranID1006171071214126085
SN,TranID1006161320804115382
Unknown,TranID1006161260854116897
CV,TranID1006161180864132491
SN,TranID1006161120874112489
Blazar,TranID1006160180694138373
SN,TranID1006160180694102054
CV/AGN,TranID1006160040844142308
Blazar,TranID1006151460624145312
CV,TranID1006151121184152430
CV,TranID1006151091174130008
AGN?,TranID1006151090584119491
Flare,TranID1006130181084128419
CV,TranID1006130121084195532
SN,TranID1006130071114181704
CV/SN,TranID1006121350814122213
SN?,TranID1006121320624133575
CV?,TranID1006111211094112014
Blazar,TranID1006111070024108613
CV,TranID1006101261134132083
AGN,TranID1006101210764122437
SN?,TranID1006100040914187524
CV,TranID1006091120874119140
CV,TranID1006060121154131888
SN,TranID1006051260804124282
AGN,TranID1006051260794137291
Blazar,TranID1006050040614118156
SN,TranID1006041460464125448
Blazar,TranID1006040091104115912
Blazar?,TranID1006031290644120885
SN,TranID1006031120774105805
CV,TranID1006030090614101504
CV,TranID1006021180014134943
Blazar,TranID1006021120924132981
Blazar,TranID1006010090764153269
CV,TranID1006010090734137695
CV,TranID1006010010864157554
Blazar,TranID1005311180534119112
CV,TranID1005311150714116242
SN,TranID1005311010844137345
CV,TranID1005310150824158354
CV?,TranID1005310120804134102
SN,TranID1005251350714115578
CV,TranID1005240041134109468
CV/Var?,TranID1005240011164150713
CV,TranID1005231260844160317
CV,TranID1005221320424122472
CV,TranID1005221090464126949
CV,TranID1005220181054132860
CV,TranID1005220181054122486
Flare,TranID1005220040824111377
Blazar,TranID1005220040824107195
Blazar,TranID1005211291074109408
CV,TranID1005211231134127528
CV,TranID1005211231124153471
SN,TranID1005211180714134371
CV,TranID1005201211104177844
CV,TranID1005201181164141253
SN,TranID1005191091214128907
SN,TranID1005190120754106709
Mira,TranID1005190070924141578
AGN?,TranID1005190070794133742
CV,TranID1005190041194148620
AGN?,TranID1005190040804138874
AGN,TranID1005171320634115687
CV,TranID1005171121124143302
Blazar,TranID1005170210614102666
SN,TranID1005161320714104287
SN,TranID1005161260774132329
SN,TranID1005161210744109926
Blazar,TranID1005160010664133006
SN,TranID1005141460504111692
CV,TranID1005131430674125159
CV,TranID1005131230814132089
SN,TranID1005131040794117717
SN,TranID1005121520304133272
Blazar,TranID1005121320394119966
SN/Ast,TranID1005121260534125277
SN,TranID1005121230594128285
CV,TranID1005111520404109745
SN/CV,TranID1005101400754113773
CV,TranID1005100040634116249
SN,TranID1005091210604139795
SN,TranID1005091210564106606
CV,TranID1005081320414119007
SN,TranID1005081150664109930
SN,TranID1005071380464123897
CV,TranID1005070120884134627
CV,TranID1005061090834125680
Blazar,TranID1005061010744108108
CV,TranID1005060010834124002
SN?,TranID1005051430554108525
CV,TranID1005051400624118443
SN,TranID1005051400544133814
AGN/Var,TranID1005051320614126059
SN,TranID1005051070454130612
Unknown,TranID1005050120664115036
SN,TranID1005050070674106140
Blazar,TranID1005041181134116156
CV,TranID1004191430464114479
Blazar,TranID1004151150734108242
CV,TranID1004151010454133296
AGN,TranID1004150010694108608
CV,TranID1004140210704122813
CV,TranID1004140120624106849
Ast?,TranID1004140090504113929
CV,TranID1004140040514122049
AGN,TranID1004131380744132697
CV,TranID1004131350784173934
AGN,TranID1004131230754130596
Blazar,TranID1004131180704112066
SN,TranID1004121520304104992
CV,TranID1004121380694101469
SN,TranID1004121040434181465
SN,TranID1004111380424133800
SN,TranID1004101290744110897
AGN?,TranID1004100040684115432
SN,TranID1004091290464116616
Blazar,TranID1004091090804129788
SN,TranID1004091040814104323
SN,TranID1004091010844148312
SN,TranID1004091010834148007
SN,TranID1004091010754106753
Blazar,TranID1004081380334102480
SN,TranID1004081010524121675
CV,TranID1004080180844150528
CV,TranID1004080070584127163
CV,TranID1004071380344122080
Ast/SN,TranID1004071320444118377
CV,TranID1004071150784109051
CV,TranID1004061090274153419
SN?,TranID1004060210604138682
Blazar,TranID1004060010564103401
AGN,TranID1004051040704109194
SN,TranID1004050070644127898
SN,TranID1004050040634107943
Var,TranID1004050010754107909
CV,TranID1004041151104175718
SN,TranID1004041150614117315
AGN?,TranID1004041120654104491
SN,TranID1004041090614113948
Blazar,TranID1004040040714119969
SN,TranID1003261210784136534
AGN?,TranID1003251350764149360
CV,TranID1003251350714125894
SN,TranID1003211430494120023
SN,TranID1003211320574117341
SN,TranID1003211320514111504
SN,TranID1003211150624122202
CV,TranID1003211090274101591
AGN,TranID1003201460504104696
Comet,TranID1003201400534140919
SN,TranID1003201120734136417
SN,TranID1003201120464144037
SN,TranID1003201070674134658
SN,TranID1003191430534129611
SN,TranID1003191260674132739
SN?,TranID1003191180784104664
SN,TranID1003181460474129462
Var,TranID1003181350634106417
SN,TranID1003181320644139367
SN,TranID1003181290724103394
CV,TranID1003171460404142882
SN,TranID1003171430384133703
SN,TranID1003171400444111913
CV,TranID1003171290214127638
SN,TranID1003171260634141181
SN,TranID1003171260614126522
SN,TranID1003171010824148041
Blazar,TranID1003170180714135740
SN,TranID1003161320754141950
HPM,TranID1003161230594124017
Blazar?,TranID1003160070844134197
SN,TranID1003151010704126003
SN?,TranID1003151010544127013
AGN,TranID1003150180644112692
AGN?,TranID1003150120654108761
SN,TranID1003150010554112410
Blazar,TranID1003141260454126769
CV,TranID1003131120494127447
CV,TranID1003131120474123675
CV,TranID1003131090504109287
Var?,TranID1003130090684107104
SN,TranID1003130090614136707
SN,TranID1003121150504124943
SN,TranID1003121090624137609
SN,TranID1003120040654130928
SN,TranID1003051290594119977
SN,TranID1003051180524111712
Var,TranID1003041210264112851
SN,TranID1003041150574110573
SN,TranID1002191260514135892
CV,TranID1002191070274109660
CV,TranID1002191010224113664
CV,TranID1002190120524132212
CV,TranID1002181010254112737
SN,TranID1002171400444123118
SN,TranID1002171380484109521
AGN,TranID1002171350574139609
AGN,TranID1002171350564137559
SN,TranID1002171350514109348
SN?,TranID1002171350504148201
AGN/CV,TranID1002171320604132045
SN,TranID1002171320594132636
AGN,TranID1002171260624141001
AGN,TranID1002171210754109063
CV,TranID1002171210554127510
CV,TranID1002161380164181715
Var,TranID1002161320174102834
Carbon,TranID1002161320164145926
Unknown,TranID1002160210764114046
SN,TranID1002160180674139127
AGN?,TranID1002160150704114824
AGN,TranID1002151290534125081
SN,TranID1002151260604112544
Blazar,TranID1002151230694138151
AGN?,TranID1002151230644103733
AGN,TranID1002151230614117843
AGN,TranID1002151230584131256
SN?,TranID1002151210664125701
Blazar,TranID1002151210634128202
SN,TranID1002151150674120927
SN,TranID1002151150564104157
CV?,TranID1002141230164141656
SN,TranID1002141230164108008
AGN?,TranID1002141150504129056
SN,TranID1002141070634135098
Unknown,TranID1002141040704124908
CV?,TranID1002140120874160517
AGN/Var,TranID1002131320464116212
SN,TranID1002131150124125627
Blazar,TranID1002130070714113393
SN,TranID1002130070674123400
SN,TranID1002091210204133830
CV,TranID1002021180433134193
SN,TranID1001160040104131814
SN?,TranID1001160040054122301
SN,TranID1001160010094128466
CV,TranID1001151380474105682
SN,TranID1001151380454138436
Blazar,TranID1001151320344156239
SN,TranID1001151260604105083
HPM,TranID1001151040734114938
CV,TranID1001150010794131113
Blazar,TranID1001150010144126826
CV,TranID1001141180084126439
Mira,TranID1001141010324182496
CV,TranID1001141010324104119
CV,TranID1001131380174108966
Var,TranID1001131320174130050
SN,TranID1001131260174125958
CV?,TranID1001121260254191987
SN,TranID1001121180684103058
SN?,TranID1001121180674133895
SN/CV,TranID1001121180664117609
SN,TranID1001121150154120180
SN,TranID1001121040134141846
Blazar?,TranID1001121040094101832
HPM,TranID1001121040054140508
SN,TranID1001121040044140174
AGN,TranID1001081090204115993
Blazar,TranID1001081090174129448
SN,TranID1001081010654134912
CV,TranID1001081010444113640
CV,TranID1001081010294129406
Flare,TranID1001081010294126339
SN,TranID1001080010554115862
HPM,TranID1001061320334228647
Blazar,TranID912201400354121224
SN,TranID912201400044136465
CV,TranID912201380044131500
CV,TranID912201320034112505
SN,TranID912201230044119403
CV,TranID912181320184134780
SN,TranID912181230534101279
SN,TranID912181230534101209
SN,TranID912181150634122733
SN?,TranID912171430404106875
SN,TranID912171350504107254
SN,TranID912161350334131339
CV,TranID912151070444105411
SN,TranID912151010244104656
SN,TranID912151010134138355
CV/AGN?,TranID912151010124106434
CV,TranID912150090234136333
Blazar,TranID912150090134115027
Blazar,TranID912150090124107296
YSO,TranID912150070334159641
SN,TranID912150070114111339
HPM,TranID912150040154110919
CV,TranID912131460324139200
CV,TranID912131180104106336
Blazar,TranID912111210184153058
SN/CV,TranID912111090034111048
SN,TranID911271180494102724
SN/CV,TranID911271090524101735
Blazar,TranID911261180414138295
SN,TranID911261150484123338
SN,TranID911260010684130868
SN,TranID911251180214117977
AGN,TranID911251150574137119
Flare,TranID911240070224131563
Ast?,TranID911231150034134934
SN?,TranID911231120664112574
CV,TranID911231090254113714
Var/SN?,TranID911231040064109942
CV,TranID911231010114107310
Var/SN?,TranID911230010064109057
SN,TranID911211260084103595
CV,TranID911211010194134434
SN,TranID911210040484107252
SN,TranID911201520354108835
AMCVn?,TranID911201490314109371
Nova,TranID911201400044145995
CV,TranID911201400014137919
CV,TranID911201400014122995
SN,TranID911201211174111923
HPM,TranID911200040324150271
SN,TranID911191210024141794
CV,TranID911190011164102559
Blazar,TranID911181290484113217
CV,TranID911180150304104379
CV,TranID911180120304152609
Var,TranID911170211074120836
CV?,TranID911170210054133098
SN/Ast,TranID911170210034128706
Blazar,TranID911170180124117023
AGN?,TranID911170151164131837
Blazar,TranID911170040174132508
CV,TranID911161520254139263
CV?,TranID911161380354109438
CV,TranID911161350364152378
CV,TranID911160011254116087
CV,TranID911151150414104403
Comet,TranID911151090564108316
CV,TranID911111350334136722
CV,TranID911111210394140913
CV,TranID911111121124124015
SN/CV,TranID911110090174121492
SN,TranID911110070114116490
CV,TranID911101321054153113
SN,TranID911101291124101354
CV,TranID911101291064145006
SN,TranID911101210624114661
Blazar,TranID911101120084103272
FU,TranID911100070334153394
SN,TranID911091151214101889
SN,TranID911091120114144525
CV,TranID911091090214133107
CV,TranID911091010284127183
Var,TranID911091010064138611
Blazar,TranID911081490394132519
SN,TranID911081230574130235
SN,TranID911081091224117491
CV,TranID911061180044136018
SN,TranID911061150114118845
CV,TranID911061090144134618
CV,TranID910291490254147891
SN,TranID910291320374121747
CV,TranID910291320364139094
CV,TranID910290120104118343
Blazar,TranID910271380164178051
CV,TranID910271380074143391
CV,TranID910271261094101150
CV,TranID910270070194120405
CV,TranID910261400294164657
CV,TranID910261400284160650
Var,TranID910261230034129795
CV,TranID910261210054114797
Mira,TranID910241210264181733
CV,TranID910241210264127621
CV,TranID910241150234136893
Mira,TranID910241150234105998
SN,TranID910241071244123295
Blazar,TranID910230180214124000
CV,TranID910230090264109736
SN,TranID910230090204201714
CV,TranID910221210414156657
CV,TranID910221120483113936
SN,TranID910221011234125000
Blazar,TranID910211120144106110
SN,TranID910211120134119519
CV,TranID910210090164109136
SN,TranID910200121224122707
SN,TranID910200091184135678
Flare,TranID910200071184138460
CV,TranID910191071174104173
SN,TranID910181210474104326
CV,TranID910171041134102333
SN,TranID910170010464152062
SN,TranID910161320744124234
Flare,TranID910161260094136561
CV,TranID910161180064133334
SN/CV,TranID910161120044118114
CV,TranID910161071214145478
Blazar?,TranID910161040224134177
SN,TranID910160070054140630
Flare,TranID910150040214139850
SN,TranID910150040214136986
Blazar,TranID910150040204143496
SN,TranID910150040134134343
CV,TranID910141150144125644
Flare?,TranID910141150134103561
CV,TranID910100151064131770
CV,TranID910090040064127915
CV,TranID909301430674124967
CV,TranID909301120444140061
SN,TranID909291490644122974
CV,TranID909291400974147913
CV,TranID909291180894139837
CV,TranID909291150914127678
CV,TranID909291120924150690
SN,TranID909290090204123331
Flare,TranID909281320154111937
HPM,TranID909281260224128967
CV,TranID909281260174155619
AGN?,TranID909281230154141995
CV,TranID909281230154128739
SN/Ast,TranID909281210144114812
Var,TranID909281150204138107
CV,TranID909281091224142365
SN,TranID909271230814124462
CV,TranID909271210194141689
AGN?,TranID909271180214129933
SN,TranID909271041264115951
Flare,TranID909270041264116913
CV,TranID909270011194135578
CV,TranID909261291094132468
CV,TranID909251260044125490
SN?,TranID909251230034117545
SN,TranID909251150024109266
Var,TranID909251071264106265
CV,TranID909250090174119865
CV,TranID909241091124176358
SN,TranID909231320734113252
CV,TranID909231150844135447
CV,TranID909221290444111464
CV/Var,TranID909221260174102890
SN,TranID909221180914166153
SN,TranID909221180044138430
CV,TranID909221150914166376
Blazar,TranID909221040224123096
CV,TranID909220120294106712
SN?,TranID909220120164109913
AGN?,TranID909210180124116313
SN?,TranID909210180084132900
CV,TranID909201210134121543
CV,TranID909201180144126942
Var/AGN,TranID909201070204117390
Blazar?,TranID909201040194128633
CV,TranID909200120234112238
AGN/Var,TranID909200090224138977
Var,TranID909191290184139269
Ast/Var,TranID909191150204116738
SN,TranID909190070024118250
SN,TranID909190040034115578
SN?,TranID909190040034111771
Blazar,TranID909181320144128368
CV,TranID909181260024124094
AGN?,TranID909181230134142582
SN/CV,TranID909181230054149556
SN,TranID909171290824153853
SN,TranID909171181144125424
CV,TranID909171181144114493
SN/AGN?,TranID909170210054123749
SN,TranID909170180064103946
CV,TranID909170150134129127
AGN,TranID909170070214101363
SN?,TranID909170070174123488
AGN/Var?,TranID909161010144127008
SN,TranID909161010074118793
SN,TranID909160120034110694
SN,TranID909160090164129042
CV,TranID909151400984177415
CV,TranID909151400974133892
Mira,TranID909140150874190570
Carb,TranID909121011184202267
CV,TranID909111210064128226
CV,TranID909111181164120097
CV,TranID909111151154137804
CV,TranID909100041214124313
Var/SN,TranID908301040104118490
SN,TranID908300091224119170
SN,TranID908300010154119826
CV,TranID908290181084101567
Blazar,TranID908290071094126135
AGN,TranID908281120174126442
CV,TranID908281120104139170
Flare,TranID908281090134126513
CV,TranID908280011144146686
Var?,TranID908270010224118036
CV,TranID908261231124117775
Var?,TranID908260151214118574
AGN,TranID908260070194123158
AGN?,TranID908260040194102461
CV,TranID908201290834147637
CV,TranID908191381004110997
Ast?,TranID908191210054114868
SN,TranID908181261124104878
CV,TranID908181230884140146
SN,TranID908181210084113907
CV,TranID908181150894173292
CV,TranID908171181104193480
Flare,TranID908171091124107469
SN?,TranID908171090164133929
Flare?,TranID908171040084112440
SN,TranID908170090094126293
AGN,TranID908170070084124888
AGN?,TranID908170010074131526
AGN,TranID908170010054101101
SN?,TranID908161320064121891
SN?,TranID908161041234115661
CV,TranID908160010884107602
Blazar,TranID907311380634104253
Blazar,TranID907311151204109825
SN,TranID907310010044133633
SN,TranID907301180664110047
SN,TranID907301180164117377
Flare,TranID907301150164137251
Blazar,TranID907291150144119737
CV,TranID907291120914164148
CV/Var,TranID907280181184117143
CV,TranID907280041184142863
CV,TranID907271090864112546
CV,TranID907270151174129545
CV,TranID907221090904130605
SN,TranID907111350784151905
CV,TranID907111070894157283
CV,TranID907051260684133796
CV,TranID906271291124104954
Unknown,TranID906240120804110589
CV,TranID906221181174111096
CV,TranID906221181134169457
Flare,TranID906221151194126593
CV,TranID906221090914122502
SN?,TranID906191260674140943
SN,TranID906191070794103555
AGN/SN,TranID906171290684107894
AGB,TranID906170070924226343
SN,TranID906170041114142375
SN,TranID906151350734129963
CV,TranID906151040684106941
SN,TranID906151010754125930
Flare,TranID906151010694107477
SN,TranID906150071134153190
CV,TranID906150011134153435
HPM,TranID906141320804168891
SN,TranID906141180904171923
CV?,TranID906140150844159326
Blazar/AGN,TranID906140070794123950
CV,TranID906121210864109111
CV,TranID906120070904160673
CV,TranID906120010914104513
CV,TranID906021430464112346
SN,TranID906021181154110687
Var,TranID906011070884121382
CV,TranID906011070824151155
CV,TranID905311291064116657
Flare?,TranID905310210764111881
CV,TranID905310210754108156
CV,TranID905301490534130920
SN,TranID905301290684115884
SN,TranID905301010774147535
SN,TranID905300041204121888
SN,TranID905291230774135764
SN,TranID905291210844147976
SN?,TranID905290091204130951
TDE?,TranID905281070594139737
CV,TranID905280121124129234
CV,TranID905280091124153385
CV,TranID905280091124112465
CV/SN,TranID905270041134122944
Var,TranID905261121154132352
SN,TranID905261090744109768
UvES,TranID905261010764141260
SN,TranID905260150844128133
SN,TranID905251230574105503
CV,TranID905251210444119239
SN,TranID905241350454103288
SN,TranID905231120764123549
SN,TranID905231120764103071
SN,TranID905231070774139913
SN,TranID905181400514125205
SN,TranID905181380554128513
SN,TranID905181350534107745
SN,TranID905181290604128124
SN,TranID905181290594110425
SN,TranID905181230624135342
Blazar,TranID905171230654131642
CV,TranID905161350764160199
SN,TranID905161180864127581
CV,TranID905161120564121665
SN,TranID905161090574137297
CV,TranID905161070684127570
SN,TranID905141210774136660
SN?,TranID905131350664118973
SN,TranID905131210714108153
AGN,TranID905131210474115654
SN,TranID905131010804141890
Blazar,TranID905041430674135550
HPM,TranID905021380714155263
Flare?,TranID905021380684129652
CV,TranID905020010894123286
SN,TranID905011350514106588
AGN?,TranID904300210704129172
SN,TranID904300210684132142
CV,TranID904300040604104004
CV,TranID904291090564105879
CV,TranID904290180524142855
CV,TranID904281011134152313
Blazar,TranID904270071114129007
Blazar,TranID904261550254119759
CV,TranID904261490254112539
SN,TranID904251490534131582
SN,TranID904241230634127685
SN,TranID904241230624131185
SN?,TranID904231230744140557
SN?,TranID904231230744125615
SN,TranID904231230704147505
SN,TranID904231230574110784
SN,TranID904221430604117967
Blazar,TranID904211350794109737
CV,TranID904211350784159221
SN,TranID904211350614104753
Blazar,TranID904211350594134822
SN,TranID904211070904110171
CV,TranID904211040914106536
Flare?,TranID904201320474124661
AGN/Blazar,TranID904201070714124494
SN,TranID904191230554124193
CV,TranID904191040834124598
CV,TranID904190120874147673
Unknown,TranID904190090864153050
SN,TranID904181230414133280
Var?,TranID904181150744142302
SN,TranID904181150704138196
CV,TranID904181120584134509
HPM,TranID904180210754153893
CV,TranID904180180764143130
SN,TranID904171180514134904
SN,TranID904171120494142108
SN,TranID904170210694122994
SN,TranID904170070784121481
CV,TranID904170070694221487
CV,TranID904161120864151070
CV,TranID904161070894101563
CV,TranID904031350214144684
CV,TranID904031350204105547
SN,TranID904031090794128910
SN,TranID904030040654103288
AGN,TranID904030010654104833
SN?,TranID904021400654105049
CV,TranID904021180524130924
CV,TranID904011350464101119
CV,TranID904011290354105973
SN,TranID904011010624137363
CV,TranID903311180414149579
CV,TranID903310150804155525
CV,TranID903310070564102615
CV,TranID903310010474128925
Var,TranID903291320184120513
CV,TranID903291210784144089
SN,TranID903281230584118354
Ast?,TranID903271290504112030
Ast?,TranID903271230514135007
SN,TranID903271090664106175
SN/AGN,TranID903241400544118245
SN,TranID903241320654103495
SN?,TranID903231400344138309
SN,TranID903231350394105050
CV,TranID903221350704102909
SN,TranID903221180694110100
SN,TranID903211430464155479
Ast?,TranID903211320484138096
CV,TranID903210070854113178
AGN,TranID903191290664108004
AGN,TranID903191290634132782
SN,TranID903191260634131146
Unknown,TranID903190120524118029
SN,TranID903190070824102772
SN,TranID903190040504108847
SN,TranID903181010524119665
SN,TranID903171350654121840
SN,TranID903171350634142473
SN,TranID903171260614118293
Ast?,TranID903171260444104094
CV,TranID903171150424136883
Blazar,TranID903171090524121613
CV,TranID903161180254156549
CV,TranID903161150564121087
CV,TranID903031490634110911
CV,TranID903031350794146364
SN,TranID903031210714107442
SN,TranID903031150604108029
CV,TranID903021490314120932
SN,TranID903011180834110558
CV,TranID903010040574110292
SN?,TranID902271150754144037
SN,TranID902271120754133203
HPM,TranID902271070524148293
AGN,TranID902261350554118325
SN,TranID902261320644130818
SN,TranID902261320614124752
SN,TranID902261090584103158
SN,TranID902261040254117476
Flare,TranID902251260434115176
SN?,TranID902241460474106479
CV,TranID902241460324109873
CV,TranID902221430424130546
SN,TranID902221290544111664
Unknown,TranID902221290524138779
Ast/Flare,TranID902221260584105557
SN/AGN,TranID902211230174143443
CV,TranID902200180274145987
Flare?,TranID902200090584103636
SN,TranID902191010694143303
CV,TranID902191010254145868
CV,TranID902191010254109338
SN/Var,TranID902190040554110323
SN,TranID902190010534124257
CV,TranID902190010294102478
CV,TranID902190010214113713
SN,TranID902161070544137952
SN,TranID902141180544115201
Blazar,TranID902140010554111683
CV,TranID902131210184107976
SN,TranID902131210054114598
SN,TranID902131150174130910
SN,TranID902131090464114479
CV,TranID902051150894115932
CV,TranID902041070054129652
Blazar,TranID902021380144141949
SN,TranID902021120874110753
AGN,TranID902021010594119961
SN,TranID902020090614103289
Ast?,TranID902011120674115182
SN,TranID902011090674108592
Ast?,TranID902011010654115624
Var?,TranID902010150534124859
CV,TranID902010120484163113
CV,TranID902010040474111648
SN,TranID901310040794132056
SN/CV,TranID901310010794134971
SN/CV?,TranID901310010774124798
SN,TranID901301150724101062
AGN,TranID901291210644131318
Ast?,TranID901291180704127993
CV?,TranID901291120214138371
CV,TranID901281290354135798
CV,TranID901281260364122178
CV,TranID901281180164132364
Flare,TranID901280070704113394
SN,TranID901261180494110385
SN,TranID901251090614128796
SN,TranID901201260824142071
SN,TranID901201260504118736
CV/SN,TranID901200210184106233
Blazar,TranID901200120474150650
SN,TranID901190090604127525
SN?,TranID901190070594106274
CV,TranID901181040484106855
Ast?,TranID901181010584127223
CV,TranID901180090484140054
CV,TranID901180090484103653
Flare,TranID901171230144121971
CV,TranID901171210114102448
SN/CV,TranID901171180094109287
CV,TranID901170180504102398
Ast?,TranID901031090204128969
SN,TranID901021230594134393
Blazar?,TranID901021230574116817
CV,TranID901021210684119508
CV,TranID901021181194105911
SN,TranID901021180674115321
CV,TranID812311430294141229
Ast?,TranID812311230154121097
SN,TranID812311010114128410
Var?,TranID812310090184110785
CV,TranID812301150804143862
CV,TranID812301121184105228
SN,TranID812301040664126099
Blazar?,TranID812291070574110368
SN,TranID812290090734109439
Blazar,TranID812221320064119991
SN,TranID812221150644126230
SN?,TranID812221090494130972
SN,TranID812221070524125194
CV,TranID812221070184114632
SN,TranID812211210494131417
CV,TranID812211120274147621
SN,TranID812201210154117782
Ast?,TranID812201180164226514
Ast?,TranID812201180144223895
AGN,TranID812201150204103395
SN,TranID812201120124131860
SN,TranID812201090114114629
CV,TranID812201090074110332
CV,TranID812070090294109283
CV/Var,TranID812061490264126628
CV,TranID812061381024155978
CV,TranID812051320064148648
SN,TranID812041350374140122
SN,TranID812041260544128122
CV,TranID812031010254110041
Ast,TranID812021210054119455
Flare,TranID812020070254115621
CV,TranID812020070234135113
CV,TranID812011181124103398
CV,TranID812011090264120935
CV/Flare,TranID812011010514122465
SN,TranID812011010154118536
SN,TranID812010040574130251
SN,TranID811301290404138766
SN,TranID811301230494109766
SN,TranID811301180524114826
SN?,TranID811231210594118866
CV,TranID811231070034125394
SN,TranID811221230484131895
SN?,TranID811210150104115399
SN?,TranID811200070064133126
CV,TranID811200011164134220
SN,TranID811191120264138954
SN,TranID811190010114124197
SN,TranID811190010094117739
SN/AGN?,TranID811181380044115090
CV,TranID811181230214118218
SN,TranID811181210154107320
CV,TranID811171460444111078
Blazar,TranID811071351034109903
CV,TranID811071291074150670
CV,TranID811071180194133574
CV,TranID811071180194106816
SN,TranID811071180184131656
CV,TranID811071120494103889
SN,TranID811061090494119448
