# ID, Class
TranID1409250071204135513,CV
TranID1409251040084105517,SN
TranID1409251070034124903,SN
TranID1409251070074100812,Comet
TranID1409251070074113529,CV
TranID1409251150024128539,SN
TranID1409260010084125475,SN
TranID1409261010114109165,Flare
TranID1409261321014150408,Blazar
TranID1409301150184108915,Flare
TranID1409301290824135095,SN
TranID1410011070104121118,Unknown
TranID1410011230234143194,SN
TranID1410011400744142135,CV
TranID1410021320764133448,SN
TranID1410041090204126267,SN
TranID1410050040144108922,SN
TranID1410050040194121353,SN
TranID1410050070134116305,HPM
TranID1410051210384177751,Blazar
TranID1410120121164106501,CV
TranID1410121120144105711,Blazar
TranID1410131520604113686,SN?
TranID1410140181164126078,SN
TranID1410141180184121565,CV
TranID1410141520294130057,CV
TranID1410151210244136890,AGN
TranID1410170180144124839,SN?
TranID1410170210084104025,SN
TranID1410170230094105423,Flare
TranID1410180040024125866,AGN/Blazar
TranID1410181040034109229,SN
TranID1410181120084103311,CV
TranID1410181211094157719,CV
TranID1410181261094148627,Unknown
TranID1410210040174101556,SN
TranID1410211010174137315,Blazar
TranID1410211121134174124,CV
TranID1410221260164120719,SN
TranID1410241090554128775,CV
TranID1410241120474136547,CV
TranID1410241151234138297,SN
TranID1410241320234117615,SN?
TranID1410251320014115813,SN
TranID1410251400964135458,SN
TranID1410251430024122277,CV
TranID1410251490274105412,SN
TranID1410261380444116289,CV
TranID1410261400044145332,CV
TranID1410261400394107381,HPM
TranID1410261430094144519,CV
TranID1410281520344107294,CV
TranID1410291210014109021,CV
TranID1410291350414137097,SN
TranID1410300151124130352,CV
TranID1410301120434103505,SN
TranID1410311660234104285,SN
TranID1411010010104115100,AGN
TranID1411041090204104071,SN
TranID1411160151154127662,SN
TranID1411161400324115580,CV
TranID1411170041234128987,SN
TranID1411171090504112201,Flare
TranID1411171180294146420,SN
TranID1411171260124140249,Mira
TranID1411171260164123577,Mira
TranID1411171320084101121,SN
TranID1411180010094115839,CV?
TranID1411180090094108372,AGN
TranID1411180150104107054,Mira
TranID1411181490344143272,SN
TranID1411200040324146816,SN?
TranID1411200070304110092,SN
TranID1411200090054111124,SN
TranID1411201010314119347,CV
TranID1411201070614108345,Flare
TranID1411201090614109024,HPM
TranID1411201210554123334,SN
TranID1411201380194117780,SN?
TranID1411211400094155707,SN
TranID1411220230124127398,SN/AGN
TranID1411220260264133920,SN
TranID1411221381014149577,CV/SN
TranID1411231261124154423,AGN
TranID1411231350454114598,AGN
TranID1411231520314123930,SN
TranID1411240011194124956,CV
TranID1411240011234121918,CV
TranID1411240041264114071,CV
TranID1411240210214124838,SN
TranID1411241070504108564,Blazar
TranID1411241150454102720,Blazar
TranID1411241350134109175,HPM
TranID1411241400454118491,CV
TranID1411251150194108707,CV
TranID1411260211134110150,Blazar
TranID1411261090534103420,CV
TranID1411271070534115143,SN
TranID1411271290384124451,SN
TranID1411280150194118558,AGN
TranID1411281600284126711,CV
TranID1411290010684114831,SN
TranID1411291040134134038,Mira
TranID1411291380464115470,AGN
TranID1411300010534117802,Unknown
TranID1411300180304136080,CV
TranID1411301070654118078,SN
TranID1411301350394111255,SN
TranID1411301430054161130,SN
TranID1412011261074108194,CV?
TranID1412011400484106488,Blazar
TranID1412101010304117378,AGN?
TranID1412111400184161153,AGN
TranID1412121040054132778,AGN?
TranID1412121040074128033,SN/CV
TranID1412151260534114603,SN
TranID1412151380384100960,SN
TranID1412151400324112534,SN
TranID1412230010664130729,Blazar
TranID1412230040664120721,SN
TranID1412231010584107248,CV
TranID1412231010624110017,CV
TranID1412231150564209168,HPM
TranID1412231180504139152,Mira
TranID1412231320394136108,AGN
TranID1412231400334143673,SN
TranID1412241070674140477,AGN
TranID1412241090634108769,SN
TranID1412241120104139934,SN
TranID1412241230534106596,SN
TranID1412270090724102435,CV
TranID1412271230154110166,SN
TranID1412281260444108054,HPM
TranID1412291150404157125,AGN
TranID1412291380204110930,CV
TranID1412301010694113096,SN
TranID1412301040654135134,SN
TranID1412301120574130875,Blazar
TranID1412301120594110654,Var
TranID1412301211134147029,HPM
TranID1501170010584116103,Blazar
TranID1501180090214122954,AGN?
TranID1501180090594116708,SN/AGN
TranID1501181210144102039,AGN
TranID1501181320584134322,SN
TranID1501181320604117046,Blazar
TranID1501181320604119409,SN?
TranID1501181350134110006,AGN
TranID1501181350604111330,SN
TranID1501181520434104073,CV
TranID1501191040704118187,SN?
TranID1501191350364120603,CV?
TranID1501200070144111400,CV/Blazar
TranID1501200150294101341,SN?
TranID1501201380444130556,SN?
TranID1501201380484131886,AGN?
TranID1501201400424126451,SN?
TranID1501220040084117093,SN
TranID1501221260514115249,SN
TranID1501221460334127130,SN
TranID1501231010164113549,SN
TranID1501231010774118119,CV
TranID1501231320554114742,SN
TranID1501231400524105153,CV
TranID1501231400524112601,SN
TranID1501231430394108818,AGN?
TranID1501231460444109882,HPM
TranID1501231520354128154,AGN?
TranID1501231570254138714,AGN?
TranID1501241010294121745,SN
TranID1501241090424118194,Unknown
TranID1501241090734115999,SN
TranID1501241090754108157,AGN
TranID1501241120674102252,AGN
TranID1501241180614140311,SN?
TranID1501241350174146999,AGN
TranID1501281180794101811,SN
TranID1502071150154145908,SN
TranID1502071400394138931,SN?
TranID1502071490284143743,CV
TranID1502071520284106252,SN
TranID1502071520434133788,AGN
TranID1502081210164117530,AGN?
TranID1502081290374141264,SN
TranID1502081400484121702,AGN
TranID1502081460544131909,SN?
TranID1502081460594103499,Mira
TranID1502091350624122194,SN
TranID1502091400284150550,AGN
TranID1502091400664141554,CV
TranID1502100040574140555,Flare
TranID1502101090604137169,CV
TranID1502101260114122698,SN
TranID1502101260684138391,AGN?
TranID1502110210474165610,AGN?
TranID1502111550244156972,AGN?
TranID1502120010314116638,AGN?
TranID1502121180464127206,Blazar?
TranID1502121630264101436,AGN?
TranID1502121660244104917,Blazar
TranID1502130040734108170,SN
TranID1502131490314127926,CV?
TranID1502140070764121999,AGN
TranID1502140120774137712,AGN
TranID1502141180734110155,SN
TranID1502141230734143607,AGN
TranID1502141320484142254,SN
TranID1502180070514111915,AGN
TranID1502180070684144213,AGN
TranID1502180150614107822,Blazar
TranID1502180150694102882,Mira
TranID1502191260564107063,AGN
TranID1502191400464115387,Flare
TranID1502201150294133973,CV
TranID1502201210674137261,SN
TranID1502201230664120626,Blazar
TranID1502201230684114159,SN
TranID1502201430364130531,Ast?
TranID1502211010564118772,SN
TranID1502211260744124081,Blazar
TranID1502221180434114096,Unknown
TranID1502221210424111277,SN?
TranID1502251150544110415,SN?
TranID1502251150564130121,Flare
TranID1502260010534127629,SN
TranID1502261070524137154,SN?
TranID1502261070614131896,CV?
TranID1502270150764128145,SN
TranID1502271350474110786,SN?
TranID1503091210244133268,AGN
TranID1503091230384129067,SN
TranID1503091260244108079,Flare
TranID1503111070494137198,CV
TranID1503111210134119243,Blazar/AGN
TranID1503130010784109291,AGN?
TranID1503130040754113282,AGN/SN
TranID1503130120754134584,SN?
TranID1503131150694104786,CV
TranID1503131380534110321,SN
TranID1503141150704117834,AGN
TranID1503141290404131228,SN/AGN?
TranID1503141350424116878,AGN
TranID1503141380554117643,AGN
TranID1503141460484104225,CV?
TranID1503151320704137608,Comet
TranID1503151570314128100,SN?
TranID1503161180234136965,Blazar
TranID1503161210264180444,CV
TranID1503161230274181022,SN
TranID1503170230654148655,AGN
TranID1503171320604116588,SN
TranID1503201120634113836,SN
TranID1503201290744101883,AGN?
TranID1503201430554119781,SN
TranID1503201460494127323,HPM
TranID1503211010654104157,Blazar
TranID1503211010754116328,CV
TranID1503211230534111264,CV?
TranID1503221320564118022,SN
TranID1503230180614132638,CV?
TranID1503241230794109900,AGN?
TranID1503241350564101636,CV
TranID1503241350724118474,AGN
TranID1503241380554114188,AGN
TranID1503250120724117438,SN
TranID1503251010844136382,Blazar
TranID1503251040824135639,HPM?
TranID1503251520484113874,AGN?
TranID1503260010824122272,AGN
TranID1503260090504104639,AGN
TranID1503261290654104534,SN
TranID1503261490484103204,AGN
TranID1503261520544137087,AGN
TranID1503271010804119874,SN
TranID1503280180504138766,SN?
TranID1503281040644128673,SN/AGN
TranID1503281260714134487,CV
TranID1503281290714118388,SN
TranID1503291090674127867,CV
TranID1503291260234109459,Blazar
TranID1503291290214141843,SN?
TranID1504011150754113788,AGN?
TranID1504011460514114807,AGN?
TranID1504011460534132127,SN
TranID1504011520344110166,AGN
TranID1504091040684126844,SN?
TranID1504091210684122111,AGN?
TranID1504091230714131557,SN
TranID1504101260574130192,AGN?
TranID1504101290554127297,CV
TranID1504101290614113332,CV
TranID1504101400574114565,CV
TranID1504110120714124301,AGN?
TranID1504110210664140176,Flare/SN
TranID1504131090894153902,SN
TranID1504131380564121920,SN
TranID1504131460454108515,CV
TranID1504131460544121854,SN
TranID1504140210754152478,SN
TranID1504151320414103256,SN
TranID1504151350404127704,Unknown
TranID1504151350724111330,SN
TranID1504151380734147915,AGN
TranID1504161150534121066,AGN?
TranID1504161180434114469,SN
TranID1504161260854172732,Var
TranID1504161400624140145,SN
TranID1504181230554106868,CV
TranID1504181230684113949,Blazar
TranID1504181260554131698,SN?
TranID1504181260634134412,CV/SN
TranID1504181290454131560,AGN?
TranID1504211350674136634,SN
TranID1504211350774159302,AGN?
TranID1504211400474130711,AGN?
TranID1504221230864119491,AGN/SN?
TranID1504230010894142407,AGN
TranID1504230070584101458,AGN/SN?
TranID1504231350594112775,AGN?
TranID1504231380594131958,CV
TranID1504241150604117893,SN
TranID1504270070764122223,CV
TranID1504271400714111420,Var
TranID1504280070814128871,SN
TranID1504291630374126225,SN
TranID1504291660384101585,SN
TranID1504291690214116397,Blazar/SN
TranID1504291690274115660,CV
TranID1504291690384116269,SN
TranID1504301070854120080,SN?
TranID1504301520404124884,SN
TranID1505011120834122816,CV
TranID1505071180764136452,CV
TranID1505101120564109481,AGN
TranID1505101150814113637,CV
TranID1505101210604118502,SN
TranID1505111290574126128,SN
TranID1505111320544122430,SN
TranID1505111400524111380,SN
TranID1505111460694112418,SN
TranID1505121070914175447,Unknown
TranID1505121150454142947,SN
TranID1505121180464109343,SN
TranID1505121260874153480,SN
TranID1505121320494128233,Blazar
TranID1505121350644125481,AGN?
TranID1505121460494109093,SN
TranID1505131120774133909,CV
TranID1505180120724135023,CV
TranID1505181090864106381,SN
TranID1505190011184112353,CV
TranID1505191290654130752,CV
TranID1505201041144118399,SN
TranID1505201070594102990,SN
TranID1505201090724107181,SN
TranID1505211260594119991,CV
TranID1505211260604105832,SN?
TranID1505211320724122058,CV
TranID1505211380684110206,Nova/CV
TranID1505221460624119707,CV
TranID1505231600434139540,CV
TranID1505240120634111501,SN
TranID1505241120834142545,Ast?
TranID1505241181204125963,AGN?
TranID1505250121094130631,SN
TranID1505271400564103869,CV
TranID1506061380734150294,SN
TranID1506070210784120088,Flare
TranID1506121070784143564,SN
TranID1506121290744104741,CV
TranID1506130071214102983,CV
TranID1506131090754102244,SN
TranID1506141230714128855,SN
TranID1506141260704124597,SN
TranID1506141350644109392,CV
TranID1506141400674125377,CV
TranID1506151290624128920,Blazar
TranID1506161230654125376,AGN
TranID1506180040674111242,SN
TranID1506191041214138198,SN?
TranID1506191070674128595,SN
TranID1506191071154157771,SN?
TranID1506191071194103098,Unknown
TranID1506191320734104934,CV
TranID1506231290804130128,Blazar
TranID1506291040044117468,SN
TranID1506291321054121889,YSO?
TranID1507080091104135961,SN
TranID1508221211184147541,CV?
TranID1509130010094135118,SN?
TranID1509130040094113753,SN
TranID1509131070124107077,Unknown
TranID1509180071244134922,SN
TranID1509181010044129523,SN?
TranID1509181070024115810,CV
TranID1509181120094101366,CV
TranID1509181180174134302,CV
TranID1509200090024140166,CV
TranID1509201180094111031,Var
TranID1509201180104113904,AGN
TranID1509201180104125296,SN
TranID1509201180144139355,CV?
TranID1509201260044135327,CV
TranID1509201291104113383,SN
TranID1509241040034112180,SN
TranID1509241120054107813,AGN
TranID1509241150104120201,Unknown
TranID1509241180104136945,CV
TranID1509241230074129421,Flare
TranID1509250040154107945,AGN?
TranID1509251350054106180,CV
TranID1509251350694128317,SN?
TranID1509251400074138796,SN
TranID1510011150034109982,AGN?
TranID1510011321074114528,CV?
TranID1510011490274103763,SN?
TranID1510020070114111453,SN?
TranID1510020090064116298,Blazar
TranID1510030040164121451,SN
TranID1510031040184124629,SN
TranID1510031071144131261,CV
TranID1510031150094132222,Flare
TranID1510081120074130987,CV
TranID1510081150024124861,Flare
TranID1510081210174109923,SN
TranID1510090040084109400,Unknown
TranID1510090090084228144,CV
TranID1510091151184109040,CV
TranID1510100091214116482,Unknown
TranID1510101040114130731,CV
TranID1510120090194111534,CV
TranID1510120120194129076,SN
TranID1510120180064127414,SN
TranID1510121151134138332,Unknown
TranID1510121290424116485,CV
TranID1510121400034160762,Unknown
TranID1510130230214106853,CV
TranID1510130260134113719,CV
TranID1510131570504112908,CV
TranID1510131600474137325,CV?
TranID1510140230094136606,CV
TranID1510140260074126714,CV
TranID1510150121234115538,HPM
TranID1510150121234125444,CV
TranID1510161150164123038,SN
TranID1510231180164117087,SN
TranID1510231320064127935,CV
TranID1510241350164103808,CV
TranID1510311120124112847,Unknown
TranID1511011290104121578,CV
TranID1511020070074126189,HPM
TranID1511020070124103073,CV
TranID1511020120234120074,Flare?
TranID1511020121104101882,SN
TranID1511020211034182700,AGN
TranID1511021041274103371,CV
TranID1511021180544114352,YSO
TranID1511031091204130213,CV?
TranID1511031321044123586,Blazar
TranID1511031550244117096,Flare
TranID1511031600254127101,CV?
TranID1511061150074105038,SN
TranID1511061350204155762,SN
TranID1511061520254101604,HPM
TranID1511071010304145004,AGN
TranID1511071320054118985,Blazar
TranID1511071400024170741,AGN
TranID1511080041164145146,SN
TranID1511080070094101285,Unknown
TranID1511081091134116710,CV
TranID1511081150254112077,CV
TranID1511081490364135896,SN
TranID1511081570324114520,AGN?
TranID1511081570324139313,SN
TranID1511081600284115570,Flare
TranID1511090150184104648,SN
TranID1511091070554135380,CV
TranID1511091090014127873,CV
TranID1511101011154159039,CV?
TranID1511101460694162679,YSO
TranID1511101520324127922,CV
TranID1511101520324139627,SN
TranID1511110151144140679,Unknown
TranID1511111121164114326,CV
TranID1511121090044121320,AGN
TranID1511121520244101103,SN
TranID1511131041244117160,HPM
TranID1511131320044130866,SN?
TranID1511131400444105430,SN?
TranID1511140010094131284,SN
TranID1511141010114127759,SN
TranID1511141320394124088,SN
TranID1511181010534127137,SN
TranID1511181120024103505,SN
TranID1511181210214106367,SN
TranID1511181210214142399,Unknown
TranID1511181290504123949,Flare
TranID1511190090254143397,SN
TranID1511190090264135161,Blazar
TranID1511191290014117518,SN
TranID1511191290514126351,Blazar
TranID1511191290524109343,Blazar
TranID1511191320014127170,SN
TranID1511200180254111081,SN/CV
TranID1511201320364108282,Unknown
TranID1511211121134117165,Unknown
TranID1511220230184109521,HPM
TranID1511221210264184833,Flare
TranID1511221380304114474,Unknown
TranID1511221400284144943,Blazar
TranID1511221430704132498,Var
TranID1511301260094129432,Blazar
TranID1511301260224152188,Blazar
TranID1511301290014130643,SN?
TranID1511301320064125325,Blazar?
TranID1511301320184101718,CV
TranID1512011090064125400,CV
TranID1512011120114134829,CV
TranID1512011120274154794,Flare
TranID1512020090094130838,SN
TranID1512020120214117598,AGN?
TranID1512020150014110836,SN?
TranID1512021460374112390,SN
TranID1512021520354114602,SN
TranID1512021520374108315,SN
TranID1512031120014116775,SN
TranID1512031430414122287,SN
TranID1512031520274124906,Blazar
TranID1512031570294134673,CV
TranID1512041400174114620,AGN?
TranID1512041400464122458,HPM
TranID1512050010064119041,AGN?
TranID1512051010064104562,CV?
TranID1512051260464106558,SN
TranID1512060070464171296,AGN
TranID1512061120464134253,Unknown
TranID1512061260384150348,SN
TranID1512081320104112890,Flare?
TranID1512081320174144890,SN/CV
TranID1512081430094139827,SN
TranID1512091151214142650,Blazar
TranID1512101180614122594,Unknown
TranID1512101350424104927,Unknown
TranID1512101460364121059,SN
TranID1512111350144153125,SN/CV
TranID1512161180254136858,AGN
TranID1512161181174138560,Blazar
TranID1512161320334177372,CV/Ast
TranID1512171150464121370,SN
TranID1512171260054118102,AGN
TranID1512171400184214266,HPM
TranID1512191380454128196,YSO
TranID1512291400034104339,CV
TranID1512301070284113825,SN
TranID1512301120254121839,CV
TranID1601021150024109668,CV?
TranID1601021150494122058,CV
TranID1601021230084124148,SN?
TranID1601021380144110066,AGN
TranID1601030090334163193,CV
TranID1601031120634129910,HPM
TranID1601121260564107405,CV
TranID1601121290024142419,SN
TranID1601121290144125481,SN/AGN?
TranID1601121290524101185,Blazar
TranID1601121320514112308,CV
TranID1601131070204113092,Unknown
TranID1601141230244111973,SN
TranID1601141430294148272,SN?
TranID1601141520324115434,Blazar
TranID1601141550254119623,SN/Var
TranID1601161010494101477,CV?
TranID1601161090414163632,SN
TranID1601161290594108371,SN
TranID1601161320594123820,SN?
TranID1601161400534106599,CV
TranID1601171490444219024,SN
TranID1601181180664109705,Unknown
TranID1601181260644126337,SN
TranID1601181260664126944,SN
TranID1601200090724142448,CV
TranID1601201040524122807,CV/SN
TranID1601201070664105300,Blazar
TranID1601211180424141819,SN
TranID1601281400444102455,CV
TranID1601281400514126550,Var/Ast?
TranID1601301260674125463,SN
TranID1601301320504111899,Mira
TranID1601301490384135528,SN
TranID1601301520374108143,CV
TranID1601310040634120800,CV
TranID1601311040054132036,HPM
TranID1601311150634130122,SN
TranID1601311460284115377,SN
TranID1602030070684137340,CV
TranID1602031120694124466,CV
TranID1602031180674132422,CV
TranID1602031350404123359,SN
TranID1602031460354120252,HPM
TranID1602041010494128216,AGN
TranID1602041090724138309,CV
TranID1602041120714113494,CV
TranID1602041320674113252,AGN
TranID1602051070734101526,SN
TranID1602051180794141598,SN
TranID1602051180804123037,CV/Var
TranID1602051230764130518,SN?
TranID1602051290494134565,AGN
TranID1602051320514127213,Blazar
TranID1602061430554132174,CV
TranID1602071010694101813,CV
TranID1602071090604104230,Unknown
TranID1602071090624132245,SN
TranID1602071290654125053,CV
TranID1602071460524126217,SN
TranID1602071460534108796,Flare
TranID1602071600404106933,AGN?
TranID1602081210714111647,SN
TranID1602081350174106153,SN
TranID1602081380464137568,Unknown
TranID1602081400644119204,CV
TranID1602091120114221491,SN
TranID1602091150104242288,Blazar
TranID1602101380374108184,SN
TranID1602121090424155510,CV/AGN
TranID1602121150694122759,Blazar
TranID1602121210624125015,CV
TranID1602121460504144313,CV
TranID1602131010704111889,AGN?
TranID1602131260664141720,Flare
TranID1602131350514123915,CV
TranID1602141040304104382,SN
TranID1602150040614118878,CV/SN
TranID1602150070504136052,SN?
TranID1602150120574130215,CV?
TranID1602150120574143556,Blazar
TranID1602160040674118314,CV
TranID1602160090724131084,AGN
TranID1602160090764120157,SN?
TranID1602171490334121172,CV
TranID1602261180194144796,CV
TranID1602261380334117968,SN
TranID1602261600384105213,AGN
TranID1602271120454112778,Blazar
TranID1602271230374166444,SN
TranID1602271260554117464,Blazar
TranID1602271290594104414,Blazar?
TranID1602271320384111174,SN
TranID1602271600254113139,CV
TranID1603010150504117042,CV
TranID1603010150504131829,Blazar
TranID1603020180764137922,Blazar
TranID1603021070274145695,CV
TranID1603021070304118618,CV
TranID1603021120804134905,CV
TranID1603021150764141416,Blazar
TranID1603021150794107140,CV
TranID1603021180764104503,SN
TranID1603021180774128931,CV
TranID1603031350664116271,CV?
TranID1603031400324131366,SN
TranID1603070040684126687,CV
TranID1603071260674122066,CV/Var?
TranID1603100150784129490,SN
TranID1603110090554101520,CV
TranID1603110120534113893,CV
TranID1603111040574114050,CV
TranID1603111320704111052,CV
TranID1603121290524117032,CV
TranID1603131120614106104,Flare
TranID1603140040614113414,Blazar
TranID1603141070704109853,Blazar
TranID1603141150754129427,CV
TranID1603151090484137970,CV
TranID1603151210684110893,SN
TranID1603161460424106403,CV
TranID1603161490444134485,CV
TranID1603161490464143492,SN
TranID1603161520434141994,SN
TranID1603161630334112814,Mira
TranID1603171180824123493,AGN?
TranID1603180040654138685,CV
TranID1603201010864151734,AGN?
TranID1603201600484115776,AGN
TranID1603270150644120769,CV
TranID1603271150674120069,Blazar
TranID1603271180634114884,SN
TranID1603271320724123272,SN
TranID1603310090794153071,SN
TranID1603311320204178887,Blazar
TranID1603311320504111122,SN
TranID1603311320534109674,CV
TranID1603311350524112484,CV
TranID1604011090734132573,SN
TranID1604011210694104804,SN
TranID1604011380344147227,SN
TranID1604021150544141940,Blazar
TranID1604021350614118034,SN/Ast
TranID1604031350664126042,SN
TranID1604031460534124173,CV
TranID1604040210544139228,SN/CV
TranID1604051150914112284,CV
TranID1604051660324123180,SN
TranID1604061040774129136,SN
TranID1604061320844170620,CV
TranID1604131010704131786,SN
TranID1604131090554109962,SN
TranID1604131320764126745,CV
TranID1604140120664136865,CV
TranID1604140120834153479,CV
TranID1604141010574127662,Blazar
TranID1604151230724114153,CV
TranID1604151230814108369,SN?
TranID1604161010874147436,CV
TranID1604161010874153388,SN
TranID1604161460564112459,CV
TranID1604161490554110636,AGN/Var
TranID1604161490574103760,SN
TranID1604171120724134433,Unknown
TranID1604171380614134615,SN
TranID1604181570484127970,Blazar
TranID1604190070904103478,CV
TranID1604191010484130973,Blazar
TranID1604191400724134203,CV
TranID1604260070654121884,AGN
TranID1604271210704117810,CV
TranID1604271210714110765,CV
TranID1604281520464123115,Ast?
TranID1604281520544131783,CV
TranID1604290040744122717,AGN
TranID1604290090724146073,CV
TranID1604290120764109443,AGN
TranID1604300010874152122,Blazar
TranID1604300040844101938,SN
TranID1605030070894187198,CV
TranID1605030210794103494,SN
TranID1605031180584104729,SN
TranID1605031230594100807,SN
TranID1605031230594104988,AGN?
TranID1605031460374110588,SN
TranID1605050010854156077,Blazar
TranID1605051150574104178,SN
TranID1605061350614117502,SN
TranID1605061430534126099,SN
TranID1605061430534141311,SN
TranID1605061430634121570,Blazar
TranID1605061460484115097,SN
TranID1605081070454144230,CV
TranID1605081090764135686,CV
TranID1605081630324133512,CV
TranID1605091630384130020,Ast/SN
TranID1605101010584124257,CV
TranID1605101040804123978,CV
TranID1605131260834111193,SN?
TranID1605131260844127527,Blazar
TranID1605131350694112265,SN
TranID1605141180724109433,AGN
TranID1605141230764138402,SN
TranID1605141380524125850,SN
TranID1605161490534127874,Var
TranID1605251180784118560,CV
TranID1605251490574133437,SN
TranID1605261070624105685,SN?
TranID1605261090714104635,AGN?
TranID1605271350814117609,SN
TranID1605271380674109645,Blazar
TranID1605271430534116270,SN
TranID1605280120874164002,AGN?
TranID1605280150734147409,CV
TranID1605281010644131002,SN
TranID1605281090554119624,SN
TranID1605290010604136738,SN
TranID1605290070704139171,SN
TranID1605301460394125395,CV
TranID1605301490444110548,AGN
TranID1605301490454126531,Comet
TranID1605301550324118990,SN
TranID1605301690314108377,SN
TranID1605310070594119120,SN
TranID1605311460454131367,SN
TranID1606021320614118438,SN
TranID1606031380684117420,SN
TranID1606031430654136549,SN?
TranID1606050010704121629,SN
TranID1606050120724127473,Var
TranID1606050120794145963,SN
TranID1606051260564134509,SN
TranID1606060121114112143,CV
TranID1606061120624122054,SN
TranID1606061180574115067,SN
TranID1606070040644119152,CV
TranID1606071230774110988,SN
TranID1606071570494121794,SN
TranID1606081010804105155,SN
TranID1606081040754126106,Blazar
TranID1606131550474124364,SN
TranID1606141430534127913,HPM
TranID1606141460534112713,Blazar?
TranID1606141570424135964,SN
TranID1606151180814106547,SN?
TranID1606151210784125497,AGN
TranID1606151290034128793,AGN?
TranID1606160041184142245,SN
TranID1606160041224106591,Blazar
TranID1606160041234104042,CV
TranID1606161090634117514,CV
TranID1606161320804161901,CV
TranID1606161600354121247,Var?
TranID1606161630314107465,SN
TranID1606171181134127852,SN
TranID1606171210684127504,SN
TranID1607031320834188377,SN
TranID1607041071204134191,SN
TranID1607041090764122295,SN
TranID1607041091204106148,Var
TranID1607041120794128732,SN
TranID1607041211124111582,SN
TranID1607041211134127847,SN
TranID1607051090894117774,CV
TranID1607060071214122888,CV
TranID1607060121174118737,CV
TranID1607061121124101906,CV
TranID1607061380624103568,CV
TranID1607071290674126131,SN
TranID1607071380774156515,SN
TranID1607081040824147654,AGN
TranID1607081070044111695,AGN
TranID1607081400574107460,SN
TranID1607081520484130475,SN?
TranID1607081690324112179,AGN/CV
TranID1607091210014124380,SN
TranID1607101350754138969,AGN
TranID1607101380694141644,AGN
TranID1607101600454143507,CV
TranID1607121290724106294,CV
TranID1607141040024107869,Var
TranID1607141430714142489,Carbon
TranID1608291180044127607,Unknown
TranID1608291180064102809,SN
TranID1608301230064121283,AGN?
TranID1608310181104112828,CV
TranID1608311070894114808,AGN
TranID1609020010114127735,SN
TranID1609030010064123344,Blazar
TranID1609030041244102873,AGN?
TranID1609030071214116517,AGN
TranID1609031320094120160,AGN
TranID1609040090114121233,SN?
TranID1609041011234131242,Blazar
TranID1609041041214134611,SN
TranID1609041041244101667,SN
TranID1609061180834144443,SN
TranID1609061261144134968,Var
TranID1609100091264119252,CV?
TranID1609101690374105884,SN
TranID1609101690374137222,AGN?
TranID1609220010064109727,SN
TranID1609221010114117243,Unknown
TranID1609221041244110267,CV?
TranID1609221070014133607,AGN/Var
TranID1609221121194118187,SN
TranID1609251231144129676,Blazar
TranID1609251400984119582,SN
TranID1609260091164137445,SN
TranID1609271150204118454,Comet
TranID1610011180064110646,CV
TranID1610050010124122001,SN
TranID1610051040264100999,SN
TranID1610051290094112842,SN?
TranID1610060040184119667,SN?
TranID1610071260154236648,SN
TranID1610071320374137623,CV
TranID1610090121204115828,SN
TranID1610100070244133288,Blazar
TranID1610100070274103261,SN
TranID1610101660414123208,HPM
TranID1610111070074115832,CV
TranID1610111210514134421,Blazar
TranID1610121600264129045,CV
TranID1610131150114102277,Mira
TranID1610131180104104884,CV
TranID1610131570194117494,CV
TranID1610211040244121915,Var
TranID1610211260104103466,SN
TranID1610231570204118948,CV?
TranID1610231570224126275,SN
TranID1610241600204126524,SN?
TranID1610291630224109495,SN/CV
TranID1610291660214144382,SN
TranID1611021070314137583,SN
TranID1611051120134110028,Blazar?
TranID1611061091234116212,HPM
TranID1611061210044109538,SN
TranID1611071010084108990,CV
TranID1611071120084120846,SN?
TranID1611071180094132061,AGN
TranID1611071230074109142,Blazar
TranID1611080151224107156,SN
TranID1611091010464105145,CV
TranID1611091120214135441,CV
TranID1611091210484112960,Flare
TranID1611091600294129774,SN
TranID1611091630244128695,HPM
TranID1611101400424116462,CV
TranID703201120684101938,Blazar
TranID711011210104109439,SN
TranID711020040064121985,CV
TranID711020040154110403,CV
TranID711020040154124879,SN
TranID711020070134114830,CV?
TranID711020090024109055,CV
TranID711020090034121262,SN
TranID711020120104124873,SN
TranID711021260184122155,SN
TranID711031091214134189,SN?
TranID711031091234108744,SN
TranID711051400384124727,SN
TranID711061290384148328,SN
TranID711070010204109996,CV
TranID711071150164104384,SN
TranID711071290464126323,SN
TranID711081290154130838,CV/AGN?
TranID711090040044128361,CV
TranID711090070024114928,Blazar
TranID711091151214121650,Blazar
TranID711091181184137650,YSO
TranID711091210034126490,SN
TranID711091230074132699,HPM
TranID711110071254114583,CV
TranID711111040534130485,CV
TranID711120010484141981,Blazar
TranID711121040034122815,SN/CV
TranID711121090044117068,SN
TranID711121120084111043,SN/CV
TranID711121350134134677,Blazar
TranID711130071184114264,SN
TranID711131290084146626,SN
TranID711150010264146078,SN
TranID711150120054101863,AGN
TranID711151400724125465,Flare
TranID711160011174143307,Ast?
TranID711170011224126793,SN?
TranID711191290084136060,CV
TranID712031180464106445,Var/SN?
TranID712041070034104055,CV
TranID712041070534121941,Var/SN?
TranID712041090024121895,SN
TranID712041150114115558,SN
TranID712041230204120774,CV
TranID712050010214119009,SN
TranID712050040214118394,SN
